category,evaluation_type,alpha,sparse_score,dense_score,hybrid_score,context_recall,context_precision
형사,hybrid,0.5,0.5311173010894441,0.5374778509140015,0.5342975760017228,1.0,0.999999999975
형사,sparse,1.0,0.5311173010894441,0.0,0.5311173010894441,1.0,0.999999999975
형사,dense,0.0,0.0,0.5374778509140015,0.5374778509140015,1.0,0.999999999975
형사,hybrid,0.5,0.6057307490885342,0.575634241104126,0.5906824950963301,1.0,0.999999999975
형사,sparse,1.0,0.6057307490885342,0.0,0.6057307490885342,1.0,0.999999999975
형사,dense,0.0,0.0,0.575634241104126,0.575634241104126,1.0,0.999999999975
형사,hybrid,0.5,0.6532649016632278,0.6629957556724548,0.6581303286678413,1.0,0.999999999975
형사,sparse,1.0,0.6532649016632278,0.0,0.6532649016632278,1.0,0.999999999975
형사,dense,0.0,0.0,0.6629957556724548,0.6629957556724548,1.0,0.999999999975
형사,hybrid,0.5,0.5704870080325106,0.5476230382919312,0.5590550231622209,0.8,0.999999999975
형사,sparse,1.0,0.5704870080325106,0.0,0.5704870080325106,0.8,0.999999999975
형사,dense,0.0,0.0,0.5476230382919312,0.5476230382919312,0.8,0.999999999975
형사,hybrid,0.5,0.5652226912325397,0.5575788021087646,0.5614007466706521,1.0,0.999999999975
형사,sparse,1.0,0.5652226912325397,0.0,0.5652226912325397,0.8,0.999999999975
형사,dense,0.0,0.0,0.5575788021087646,0.5575788021087646,1.0,0.999999999975
형사,hybrid,0.5,0.5464454632052594,0.5153611898422241,0.5309033265237417,1.0,0.999999999975
형사,sparse,1.0,0.5464454632052594,0.0,0.5464454632052594,1.0,0.999999999975
형사,dense,0.0,0.0,0.5153611898422241,0.5153611898422241,1.0,0.999999999975
형사,hybrid,0.5,0.5396004403678906,0.5534110069274902,0.5465057236476905,1.0,0.999999999975
형사,sparse,1.0,0.5396004403678906,0.0,0.5396004403678906,1.0,0.999999999975
형사,dense,0.0,0.0,0.5534110069274902,0.5534110069274902,1.0,0.999999999975
형사,hybrid,0.5,0.5779939834407524,0.6196991801261902,0.5988465817834713,1.0,0.999999999975
형사,sparse,1.0,0.5779939834407524,0.0,0.5779939834407524,1.0,0.999999999975
형사,dense,0.0,0.0,0.6196991801261902,0.6196991801261902,1.0,0.999999999975
형사,hybrid,0.5,0.6471128151520484,0.6176761388778687,0.6323944770149585,1.0,0.999999999975
형사,sparse,1.0,0.6471128151520484,0.0,0.6471128151520484,1.0,0.999999999975
형사,dense,0.0,0.0,0.6176761388778687,0.6176761388778687,1.0,0.999999999975
