category,evaluation_type,alpha,sparse_score,dense_score,hybrid_score,context_recall,context_precision,f1_score
형사,hybrid,0.7,0.5942808897729281,0.6026005148887634,0.5967767773076788,0.0,0.0,0.0
형사,sparse,1.0,0.5942808897729281,0.0,0.5942808897729281,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6026005148887634,0.6026005148887634,0.0,0.0,0.0
형사,hybrid,0.3,0.6161148670171348,0.7243130207061768,0.6918535745994641,0.0,0.0,0.0
형사,hybrid,0.4,0.6161148670171348,0.7243130207061768,0.68103375923056,0.0,0.0,0.0
형사,hybrid,0.5,0.6161148670171348,0.7243130207061768,0.6702139438616558,0.0,0.0,0.0
형사,hybrid,0.6,0.6161148670171348,0.7243130207061768,0.6593941284927516,0.0,0.0,0.0
형사,hybrid,0.7,0.6161148670171348,0.7243130207061768,0.6485743131238474,0.0,0.0,0.0
형사,sparse,1.0,0.6161148670171348,0.0,0.6161148670171348,0.0,0.0,0.0
형사,dense,0.0,0.0,0.7243130207061768,0.7243130207061768,0.0,0.0,0.0
형사,hybrid,0.3,0.6272868892112208,0.7436184883117676,0.7087190085816035,0.0,0.0,0.0
형사,hybrid,0.4,0.6272868892112208,0.7436184883117676,0.6970858486715489,0.0,0.0,0.0
형사,hybrid,0.5,0.6272868892112208,0.7436184883117676,0.6854526887614942,0.0,0.0,0.0
형사,hybrid,0.6,0.6272868892112208,0.7436184883117676,0.6738195288514395,0.0,0.0,0.0
형사,hybrid,0.7,0.6272868892112208,0.7436184883117676,0.6621863689413848,0.0,0.0,0.0
형사,sparse,1.0,0.6272868892112208,0.0,0.6272868892112208,0.0,0.0,0.0
형사,dense,0.0,0.0,0.7436184883117676,0.7436184883117676,0.0,0.0,0.0
형사,hybrid,0.3,0.5762379328735396,0.5861375331878662,0.5831676530935682,0.0,0.0,0.0
형사,hybrid,0.4,0.5762379328735396,0.5861375331878662,0.5821776930621356,0.0,0.0,0.0
형사,hybrid,0.5,0.5762379328735396,0.5861375331878662,0.5811877330307029,0.0,0.0,0.0
형사,hybrid,0.6,0.5762379328735396,0.5861375331878662,0.5801977729992702,0.0,0.0,0.0
형사,hybrid,0.7,0.5762379328735396,0.5861375331878662,0.5792078129678376,0.0,0.0,0.0
형사,sparse,1.0,0.5762379328735396,0.0,0.5762379328735396,0.0,0.0,0.0
형사,dense,0.0,0.0,0.5861375331878662,0.5861375331878662,0.0,0.0,0.0
형사,hybrid,0.3,0.5825472897275409,0.6500539779663086,0.6298019714946782,0.0,0.0,0.0
형사,hybrid,0.4,0.5825472897275409,0.6499789953231812,0.623006313084925,0.0,0.0,0.0
형사,hybrid,0.5,0.5825472897275409,0.6499789953231812,0.6162631425253611,0.0,0.0,0.0
형사,hybrid,0.6,0.5825472897275409,0.6499789953231812,0.609519971965797,0.0,0.0,0.0
형사,hybrid,0.7,0.5825472897275409,0.6499789953231812,0.6027768014062329,0.0,0.0,0.0
형사,sparse,1.0,0.5825472897275409,0.0,0.5825472897275409,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6499789953231812,0.6499789953231812,0.0,0.0,0.0
형사,hybrid,0.3,0.597044230449189,0.5827502012252808,0.5870384099924532,0.0,0.0,0.0
형사,hybrid,0.4,0.597044230449189,0.5827502012252808,0.5884678129148441,0.0,0.0,0.0
형사,hybrid,0.5,0.597044230449189,0.5827502012252808,0.5898972158372349,0.0,0.0,0.0
형사,hybrid,0.6,0.597044230449189,0.5827502012252808,0.5913266187596258,0.0,0.0,0.0
형사,hybrid,0.7,0.597044230449189,0.5827502012252808,0.5927560216820165,0.0,0.0,0.0
형사,sparse,1.0,0.597044230449189,0.0,0.597044230449189,0.0,0.0,0.0
형사,dense,0.0,0.0,0.5827502012252808,0.5827502012252808,0.0,0.0,0.0
형사,hybrid,0.3,0.5921383467848237,0.604439377784729,0.6007490684847574,0.0,0.0,0.0
형사,hybrid,0.4,0.5921383467848237,0.604439377784729,0.5995189653847669,0.0,0.0,0.0
형사,hybrid,0.5,0.5921383467848237,0.604439377784729,0.5982888622847764,0.0,0.0,0.0
형사,hybrid,0.6,0.5921383467848237,0.604439377784729,0.5970587591847858,0.0,0.0,0.0
형사,hybrid,0.7,0.5921383467848237,0.604508638381958,0.595849434263964,0.0,0.0,0.0
형사,sparse,1.0,0.5921383467848237,0.0,0.5921383467848237,0.0,0.0,0.0
형사,dense,0.0,0.0,0.604439377784729,0.604439377784729,0.0,0.0,0.0
형사,hybrid,0.3,0.5945996403170424,0.6294446587562561,0.6189911532244919,0.0,0.0,0.0
형사,hybrid,0.4,0.5945996403170424,0.6294529438018799,0.6155116224079449,0.0,0.0,0.0
형사,hybrid,0.5,0.5945996403170424,0.6294446587562561,0.6120221495366492,0.0,0.0,0.0
형사,hybrid,0.6,0.5945996403170424,0.6294446587562561,0.6085376476927279,0.0,0.0,0.0
형사,hybrid,0.7,0.5945996403170424,0.6294446587562561,0.6050531458488065,0.0,0.0,0.0
형사,sparse,1.0,0.5945996403170424,0.0,0.5945996403170424,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6294446587562561,0.6294446587562561,0.0,0.0,0.0
형사,hybrid,0.3,0.6025816829907624,0.607408881187439,0.605960721728436,0.0,0.0,0.0
형사,hybrid,0.4,0.6025816829907624,0.607408881187439,0.6054780019087683,0.0,0.0,0.0
형사,hybrid,0.5,0.6025816829907624,0.607408881187439,0.6049952820891007,0.0,0.0,0.0
형사,hybrid,0.6,0.6025816829907624,0.607408881187439,0.604512562269433,0.0,0.0,0.0
형사,hybrid,0.7,0.6025816829907624,0.607408881187439,0.6040298424497654,0.0,0.0,0.0
형사,sparse,1.0,0.6025816829907624,0.0,0.6025816829907624,0.0,0.0,0.0
형사,dense,0.0,0.0,0.607408881187439,0.607408881187439,0.0,0.0,0.0
형사,hybrid,0.3,0.579727420671616,0.6180437803268433,0.606548872430275,0.0,0.0,0.0
형사,hybrid,0.4,0.579727420671616,0.6180437803268433,0.6027172364647524,0.0,0.0,0.0
형사,hybrid,0.5,0.579727420671616,0.6180437803268433,0.5988856004992296,0.0,0.0,0.0
형사,hybrid,0.6,0.579727420671616,0.6180437803268433,0.5950539645337068,0.0,0.0,0.0
형사,hybrid,0.7,0.579727420671616,0.6180437803268433,0.5912223285681841,0.0,0.0,0.0
형사,sparse,1.0,0.579727420671616,0.0,0.579727420671616,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6180437803268433,0.6180437803268433,0.0,0.0,0.0
형사,hybrid,0.3,0.6283644741067187,0.6242589950561523,0.6254906387713222,0.0,0.0,0.0
형사,hybrid,0.4,0.6283644741067187,0.6242589950561523,0.6259011866763788,0.0,0.0,0.0
형사,hybrid,0.5,0.6283644741067187,0.6242589950561523,0.6263117345814355,0.0,0.0,0.0
형사,hybrid,0.6,0.6283644741067187,0.6242589950561523,0.6267222824864922,0.0,0.0,0.0
형사,hybrid,0.7,0.6283644741067187,0.6242589950561523,0.6271328303915488,0.0,0.0,0.0
형사,sparse,1.0,0.6283644741067187,0.0,0.6283644741067187,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6242589950561523,0.6242589950561523,0.0,0.0,0.0
형사,hybrid,0.3,0.5696810105574768,0.5534375905990601,0.558310616586585,0.0,0.0,0.0
형사,hybrid,0.4,0.5696810105574768,0.5534375905990601,0.5599349585824267,0.0,0.0,0.0
형사,hybrid,0.5,0.5696810105574768,0.5534375905990601,0.5615593005782684,0.0,0.0,0.0
형사,hybrid,0.6,0.5696810105574768,0.5534375905990601,0.5631836425741101,0.0,0.0,0.0
형사,hybrid,0.7,0.5696810105574768,0.5534375905990601,0.5648079845699518,0.0,0.0,0.0
형사,sparse,1.0,0.5696810105574768,0.0,0.5696810105574768,0.0,0.0,0.0
형사,dense,0.0,0.0,0.5534375905990601,0.5534375905990601,0.0,0.0,0.0
형사,hybrid,0.3,0.5977581073754054,0.679861843585968,0.6552307227227991,0.0,0.0,0.0
형사,hybrid,0.4,0.5977581073754054,0.6798204183578491,0.6469954939648717,0.0,0.0,0.0
형사,hybrid,0.5,0.5977581073754054,0.679861843585968,0.6388099754806866,0.0,0.0,0.0
형사,hybrid,0.6,0.5977581073754054,0.679861843585968,0.6305996018596305,0.0,0.0,0.0
형사,hybrid,0.7,0.5977581073754054,0.679861843585968,0.6223892282385741,0.0,0.0,0.0
형사,sparse,1.0,0.5977581073754054,0.0,0.5977581073754054,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6799458265304565,0.6799458265304565,0.0,0.0,0.0
형사,hybrid,0.3,0.6106470383758292,0.6444960832595825,0.6343413697944564,0.0,0.0,0.0
형사,hybrid,0.4,0.6106470383758292,0.6444913148880005,0.630953604283132,0.0,0.0,0.0
형사,hybrid,0.5,0.6106470383758292,0.6444960832595825,0.6275715608177059,0.0,0.0,0.0
형사,hybrid,0.6,0.6106470383758292,0.6444938778877258,0.6241857741805878,0.0,0.0,0.0
형사,hybrid,0.7,0.6106470383758292,0.6444960832595825,0.6208017518409552,0.0,0.0,0.0
형사,sparse,1.0,0.6106470383758292,0.0,0.6106470383758292,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6444960832595825,0.6444960832595825,0.0,0.0,0.0
형사,hybrid,0.3,0.6001794242387768,0.6775541305541992,0.6543417186595725,0.0,0.0,0.0
형사,hybrid,0.4,0.6001794242387768,0.6775541305541992,0.6466042480280303,0.0,0.0,0.0
형사,hybrid,0.5,0.6001794242387768,0.6775420308113098,0.6388607275250433,0.0,0.0,0.0
형사,hybrid,0.6,0.6001794242387768,0.6775541305541992,0.6311293067649457,0.0,0.0,0.0
형사,hybrid,0.7,0.6001794242387768,0.6775541305541992,0.6233918361334035,0.0,0.0,0.0
형사,sparse,1.0,0.6001794242387768,0.0,0.6001794242387768,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6775541305541992,0.6775541305541992,0.0,0.0,0.0
형사,hybrid,0.3,0.5689703328680984,0.6348556876182556,0.6150900811932084,0.0,0.0,0.0
형사,hybrid,0.4,0.5689703328680984,0.6348556876182556,0.6085015457181927,0.0,0.0,0.0
형사,hybrid,0.5,0.5689703328680984,0.6348556876182556,0.601913010243177,0.0,0.0,0.0
형사,hybrid,0.6,0.5689703328680984,0.6348103284835815,0.5953063311142917,0.0,0.0,0.0
형사,hybrid,0.7,0.5689703328680984,0.6348556876182556,0.5887359392931456,0.0,0.0,0.0
형사,sparse,1.0,0.5689703328680984,0.0,0.5689703328680984,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6348556876182556,0.6348556876182556,0.0,0.0,0.0
형사,hybrid,0.3,0.6049710962667487,0.6574686169624329,0.6417193607537276,0.0,0.0,0.0
형사,hybrid,0.4,0.6049710962667487,0.6574686169624329,0.6364696086841592,0.0,0.0,0.0
형사,hybrid,0.5,0.6049710962667487,0.6574686169624329,0.6312198566145908,0.0,0.0,0.0
형사,hybrid,0.6,0.6049710962667487,0.6574686169624329,0.6259701045450223,0.0,0.0,0.0
형사,hybrid,0.7,0.6049710962667487,0.6574686169624329,0.620720352475454,0.0,0.0,0.0
형사,sparse,1.0,0.6049710962667487,0.0,0.6049710962667487,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6573565006256104,0.6573565006256104,0.0,0.0,0.0
형사,hybrid,0.3,0.5879252003766894,0.5573238134384155,0.5665042295198977,0.0,0.0,0.0
형사,hybrid,0.4,0.5879252003766894,0.5573238134384155,0.569564368213725,0.0,0.0,0.0
형사,hybrid,0.5,0.5879252003766894,0.5573238134384155,0.5726245069075524,0.0,0.0,0.0
형사,hybrid,0.6,0.5879252003766894,0.5573238134384155,0.5756846456013799,0.0,0.0,0.0
형사,hybrid,0.7,0.5879252003766894,0.5573238134384155,0.5787447842952073,0.0,0.0,0.0
형사,sparse,1.0,0.5879252003766894,0.0,0.5879252003766894,0.0,0.0,0.0
형사,dense,0.0,0.0,0.5573238134384155,0.5573238134384155,0.0,0.0,0.0
형사,hybrid,0.3,0.607124949704967,0.7130056023597717,0.6812414065633303,0.0,0.0,0.0
형사,hybrid,0.4,0.607124949704967,0.7127469778060913,0.6704981665656415,0.0,0.0,0.0
형사,hybrid,0.5,0.607124949704967,0.7127469778060913,0.6599359637555291,0.0,0.0,0.0
형사,hybrid,0.6,0.607124949704967,0.7127469778060913,0.6493737609454167,0.0,0.0,0.0
형사,hybrid,0.7,0.607124949704967,0.7127469778060913,0.6388115581353043,0.0,0.0,0.0
형사,sparse,1.0,0.607124949704967,0.0,0.607124949704967,0.0,0.0,0.0
형사,dense,0.0,0.0,0.7130056023597717,0.7130056023597717,0.0,0.0,0.0
형사,hybrid,0.3,0.5353597115828046,0.37264132499694824,0.42145684097270514,0.0,0.0,0.0
형사,hybrid,0.4,0.5353597115828046,0.37264132499694824,0.4377286796312908,0.0,0.0,0.0
형사,hybrid,0.5,0.5353597115828046,0.37264132499694824,0.4540005182898764,0.0,0.0,0.0
형사,hybrid,0.6,0.5353597115828046,0.37264132499694824,0.47027235694846203,0.0,0.0,0.0
형사,hybrid,0.7,0.5353597115828046,0.37264132499694824,0.4865441956070477,0.0,0.0,0.0
형사,sparse,1.0,0.5353597115828046,0.0,0.5353597115828046,0.0,0.0,0.0
형사,dense,0.0,0.0,0.37264132499694824,0.37264132499694824,0.0,0.0,0.0
형사,hybrid,0.3,0.6160831914807309,0.6711775064468384,0.6546492119570061,0.0,0.0,0.0
형사,hybrid,0.4,0.6160831914807309,0.6711775064468384,0.6491397804603953,0.0,0.0,0.0
형사,hybrid,0.5,0.6160831914807309,0.6711775064468384,0.6436303489637847,0.0,0.0,0.0
형사,hybrid,0.6,0.6160831914807309,0.6711775064468384,0.6381209174671738,0.0,0.0,0.0
형사,hybrid,0.7,0.6160831914807309,0.6712212562561035,0.6326246109133427,0.0,0.0,0.0
형사,sparse,1.0,0.6160831914807309,0.0,0.6160831914807309,0.0,0.0,0.0
형사,dense,0.0,0.0,0.6711775064468384,0.6711775064468384,0.0,0.0,0.0
